127.0.0.1 - - [14/Sep/2023:23:06:33 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:06:33 +0700] "GET /shopbanhang/ HTTP/1.1" 500 4198
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:06:33 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:07:14 +0700] "GET /shopbanhang/ HTTP/1.1" 500 4198
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:07:15 +0700] "GET /shopbanhang/ HTTP/1.1" 500 4198
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:07:54 +0700] "GET /shopbanhang/ HTTP/1.1" 500 4198
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/ HTTP/1.1" 200 21968
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/user/font-awesome/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/user/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/user/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/user/img/logo-bootstrap-shoping-cart.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/img/paypal.jpg HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/img/bootstrap-ecommerce-templates.png HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/user/js/shop.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Sep/2023:23:08:04 +0700] "GET /shopbanhang/assets/img/shopping-cart-template.png HTTP/1.1" 404 682
